timestamp,price
12:33:00,2382.6
12:33:03,2382.6
12:33:05,2382.6
12:33:07,2382.6
12:33:09,2382.6
12:55:29,2383.85
12:55:32,2383.85
12:55:34,2383.85
12:55:36,2383.85
12:55:38,2383.85
12:55:40,2383.85
12:57:45,2384.0
12:57:47,2384.0
12:57:49,2384.0
12:57:51,2384.0
12:57:53,2384.0
12:57:55,2384.0
12:57:57,2384.0
12:57:59,2384.0
12:58:01,2384.0
12:59:09,2383.2
12:59:11,2383.2
12:59:13,2383.2
13:00:26,2382.7
13:00:28,2382.7
13:00:30,2382.7
13:00:32,2382.7
13:00:34,2382.7
13:00:36,2382.7
13:00:38,2382.7
13:00:40,2382.7
13:00:42,2382.7
13:00:44,2382.7
13:00:46,2382.7
13:00:48,2382.7
13:00:50,2382.7
13:00:52,2382.7
13:00:54,2382.7
13:00:56,2382.7
13:00:58,2382.7
13:01:00,2382.7
13:01:02,2382.7
13:01:04,2382.7
13:01:06,2382.7
13:01:08,2382.7
13:01:10,2382.7
13:01:12,2382.7
13:01:14,2382.7
13:01:16,2382.7
13:01:18,2382.7
13:01:20,2382.7
13:01:22,2382.7
13:01:24,2382.7
13:01:26,2384.3
13:01:28,2384.3
13:01:30,2384.3
13:01:32,2384.3
13:01:34,2384.3
13:01:36,2384.3
13:01:38,2384.3
13:01:40,2384.3
13:01:42,2384.3
13:01:44,2384.3
13:01:46,2384.3
13:01:48,2384.3
13:01:50,2384.3
13:01:52,2384.3
13:06:54,2384.9
13:06:57,2384.9
13:06:59,2384.9
13:07:01,2384.9
13:07:03,2384.9
13:07:55,2383.65
13:07:57,2383.65
13:07:59,2383.65
13:08:01,2383.65
13:08:03,2383.65
13:08:05,2383.65
13:08:07,2383.65
13:11:03,2382.75
13:11:05,2382.75
13:11:07,2382.75
13:11:09,2382.75
13:11:11,2382.75
13:11:13,2382.75
13:11:15,2382.75
13:11:17,2382.75
13:13:05,2384.0
13:13:07,2384.0
13:13:09,2384.0
13:13:11,2384.0
13:13:45,2384.0
13:13:48,2384.0
13:13:50,2384.0
13:15:21,2384.0
13:15:23,2384.0
13:15:25,2384.0
13:15:27,2384.0
13:15:29,2384.0
13:17:17,2381.35
13:17:20,2381.35
13:17:22,2381.35
13:17:24,2381.35
13:17:26,2381.35
13:17:28,2381.35
13:17:30,2381.35
13:17:32,2381.35
13:17:34,2381.35
13:19:30,2382.0
13:19:33,2382.0
13:19:35,2382.0
13:24:22,2384.55
13:24:25,2384.55
13:24:27,2384.55
13:24:29,2384.55
13:24:31,2384.55
13:24:33,2384.55
13:24:35,2384.55
13:24:37,2384.55
13:24:39,2384.55
13:24:41,2384.55
13:24:43,2384.55
13:24:45,2384.55
13:29:47,2384.55
13:29:50,2384.55
13:29:52,2384.55
13:29:54,2384.55
13:29:56,2384.55
13:37:24,2386.7
13:37:26,2386.7
13:37:28,2386.7
13:37:30,2386.7
13:37:32,2386.7
13:37:34,2386.7
13:37:36,2386.7
13:48:51,2389.0
13:48:53,2389.0
13:48:55,2389.0
13:48:57,2389.0
13:48:59,2389.0
13:49:38,2389.0
13:54:42,2389.65
13:54:43,2389.65
13:54:44,2389.65
13:54:46,2389.65
13:54:48,2390.0
13:54:50,2390.0
13:57:21,2387.75
14:24:12,2386.45
14:27:15,2385.6
14:27:54,2387.35
14:55:16,2382.3
14:56:39,2382.55
14:59:24,2384.85
15:13:10,2382.3
15:24:44,2379.7
15:25:57,2376.15
15:26:47,2375.55
15:27:14,2376.15
15:28:15,2375.6
15:32:07,2375.1
15:32:47,2375.1
15:33:44,2375.1
15:34:44,2375.1
15:36:01,2375.1
15:36:53,2375.1
15:37:01,2375.1
15:37:05,2375.1
15:51:24,2379.0
15:52:04,2379.0
15:56:51,2379.0
15:57:51,2379.0
15:58:51,2379.0
16:01:09,2379.0
16:01:51,2379.0
16:02:26,2379.0
16:08:45,2379.0
16:09:18,2379.0
16:14:19,2379.0
16:15:15,2379.0
16:16:15,2379.0
16:17:15,2379.0
16:18:15,2379.0
16:19:15,2379.0
16:20:15,2379.0
16:20:54,2379.0
16:21:55,2379.0
16:25:02,2379.0
16:25:31,2379.0
16:26:49,2379.0
16:27:20,2379.0
16:31:29,2379.0
16:33:27,2379.0
16:34:27,2379.0
16:40:09,2379.0
16:40:56,2379.0
16:42:13,2379.0
16:43:25,2379.0
16:47:26,2379.0
16:53:54,2379.0
19:55:21,2379.0
19:57:50,2379.0
19:58:31,2379.0
19:59:25,2379.0
20:00:17,2379.0
20:01:56,2379.0
20:03:48,2379.0
20:13:16,2379.0
20:13:48,2379.0
20:14:20,2379.0
20:14:56,2379.0
20:15:33,2379.0
20:16:34,2379.0
20:17:34,2379.0
20:18:34,2379.0
20:18:59,2379.0
20:23:51,2379.0
20:24:34,2379.0
20:26:32,2379.0
20:27:05,2379.0
20:34:45,2379.0
20:35:45,2379.0
20:36:45,2379.0
20:37:45,2379.0
20:38:31,2379.0
20:38:45,2379.0
20:39:27,2379.0
20:40:28,2379.0
20:41:14,2379.0
20:55:49,2379.0
20:57:06,2379.0
20:58:07,2379.0
21:03:24,2379.0
21:09:25,2379.0
21:13:08,2379.0
21:14:09,2379.0
21:14:57,2379.0
21:15:58,2379.0
21:16:36,2379.0
21:17:04,2379.0
21:20:59,2379.0
21:31:50,2379.0
21:32:54,2379.0
21:33:59,2379.0
21:35:46,2379.0
21:37:28,2379.0
21:39:54,2379.0
21:40:54,2379.0
21:42:58,2379.0
21:48:42,2379.0
21:51:15,2379.0
21:52:04,2379.0
21:52:34,2379.0
21:53:05,2379.0
