timestamp,price
10:53:47,2356.0
10:54:35,2356.0
10:58:01,2352.0
11:02:47,2354.9
11:07:30,2353.7
11:14:19,2355.35
11:16:41,2356.9
12:11:14,2363.9
12:58:00,2368.8
13:00:46,2367.65
13:10:32,2368.0
14:21:30,2371.1
14:22:25,2371.1
14:23:56,2373.35
14:26:03,2372.0
14:28:04,2374.35
14:30:04,2372.5
14:32:04,2372.05
14:34:10,2372.4
14:34:59,2372.5
14:36:07,2371.4
15:00:19,2372.75
15:02:53,2374.1
15:04:21,2377.5
15:16:35,2375.0
15:17:41,2375.0
15:19:42,2373.6
15:29:38,2373.0
15:30:15,2373.5
15:31:35,2373.5
15:34:11,2373.5
15:34:55,2373.5
